Servidor;IDEN1;EXT1;AMO1;IM1;INTEG1;INTRO1;IDEN2;IM2;EXT2;INTEG2;INTRO2;AMO2;INTRO3;IDEN3;IM3;EXT3;AMO3;INTEG3;MPS1;MPS2;MPS3;MPS4;MPS5;CP1;CP2;CP3;CP4;CV1;CV2;CC1;CV3;CV4;CV5;CC2;CV6;CC3;CV7;CC4;CN3;CV8;CV9;CC5;SV1;SV2;SV3;SV4;SV5;Sexo;Ano;Escolaridade;Salario;Tempo;Area;Esfera;Poder;Carimbo
Sim;2;2;1;2;5;2;4;1;5;5;5;1;4;5;5;4;4;5;5;5;5;4;3;5;2;3;2;5;5;3;4;3;4;4;3;3;3;3;3;3;2;3;4;5;5;5;3;Feminino;1956 a 1965;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 31 e 35 anos;Administrativa;Estadual;Executivo;2020-06-29 14:55:00.000
Sim;1;2;1;2;4;1;2;4;4;2;2;1;3;2;3;5;5;3;5;4;5;2;5;2;4;4;1;4;1;2;1;2;2;4;2;4;4;2;2;4;2;3;2;4;4;2;2;Masculino;1956 a 1965;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 21 e 25 anos;Outros;Municipal;Executivo;2020-06-20 19:24:00.000
Sim;4;5;1;5;5;3;4;5;5;5;3;1;4;5;5;5;1;4;4;5;5;4;3;5;4;4;4;4;5;2;2;4;5;4;5;3;5;3;1;5;5;1;4;4;5;5;5;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 6 e 10 anos;Administrativa;Estadual;Executivo;2020-06-27 01:25:00.000
Sim;4;5;1;4;4;3;4;3;4;3;3;1;3;4;4;5;1;3;5;5;5;4;4;4;3;4;5;5;5;1;3;4;5;5;5;2;5;4;3;5;5;1;5;5;5;5;5;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 11 e 15 anos;Fiscal;Estadual;Executivo;2019-12-14 09:45:16.000
Sim;3;3;1;1;1;1;1;1;4;4;1;1;3;4;1;5;1;4;5;2;5;2;3;4;4;3;5;3;3;1;2;2;4;4;2;2;4;1;3;2;4;1;5;4;4;4;3;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 21 e 25 anos;Fiscal;Estadual;Executivo;2019-12-16 13:17:00.000
Sim;4;3;1;4;1;1;4;4;4;5;1;2;1;4;4;5;2;1;2;1;2;1;1;2;2;2;1;2;2;1;1;2;3;4;2;1;3;2;5;5;4;1;4;4;4;4;3;Masculino;1966 a 1975;Mestre;Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2019-12-16 13:19:26.000
Sim;5;5;1;4;2;1;3;4;4;4;5;1;5;5;5;5;1;2;5;4;2;3;3;5;5;5;5;3;4;2;2;3;5;5;3;3;4;3;4;5;4;1;4;4;5;5;4;Feminino;1976 a 1985;Superior;Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2019-12-16 13:21:19.000
Sim;5;4;1;4;5;5;5;5;5;5;5;1;5;5;5;5;4;5;5;1;5;5;5;5;5;5;5;5;5;1;2;5;5;2;5;5;5;2;5;5;5;1;5;4;5;5;5;Masculino;1976 a 1985;Superior;Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2019-12-16 13:22:28.000
Sim;3;5;1;3;1;1;3;3;5;3;3;1;1;5;4;5;1;3;5;5;4;4;2;4;5;5;5;4;4;2;5;3;5;3;4;1;5;1;1;5;4;1;4;5;5;5;5;Masculino;1976 a 1985;Doutor;Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2019-12-16 13:25:55.000
Sim;2;5;1;1;1;1;1;4;4;4;4;2;4;4;3;5;1;1;5;4;4;2;4;4;3;2;5;5;4;1;1;4;3;4;2;4;5;1;1;5;4;1;5;5;5;5;4;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 16 e 20 anos;Outros;Estadual;Executivo;2019-12-16 13:30:03.000
Sim;4;4;1;4;5;3;4;5;4;5;4;1;4;5;4;5;1;4;5;5;4;5;5;5;5;5;5;5;5;1;4;5;5;5;4;1;5;1;5;5;5;1;4;4;5;5;5;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2019-12-16 13:37:58.000
Sim;5;5;1;4;2;4;5;3;5;4;4;1;4;5;5;5;1;3;5;4;3;3;4;5;2;2;4;4;5;1;3;4;5;2;4;1;5;1;2;4;5;1;4;4;4;4;2;Masculino;1966 a 1975;Superior;Entre 10 e 14 salários mínimos;Entre 16 e 20 anos;Outros;Estadual;Executivo;2019-12-16 16:18:25.000
Sim;3;3;1;4;4;1;3;4;4;3;3;1;3;4;5;5;1;4;5;4;3;3;3;2;1;1;1;4;4;4;3;4;4;4;4;3;4;4;5;4;3;1;3;3;4;4;3;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2019-12-23 11:43:11.000
Sim;5;4;1;3;4;2;4;4;4;4;3;1;2;4;5;5;1;5;5;4;3;3;3;4;5;4;5;4;4;4;2;3;4;4;3;3;3;2;2;4;3;1;4;4;4;4;5;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2019-12-23 11:49:11.000
Sim;4;3;4;5;4;1;3;4;1;4;4;3;3;4;4;5;3;4;5;5;3;5;4;5;3;4;4;5;4;3;4;3;3;4;4;3;3;3;3;4;3;2;3;4;4;3;3;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 31 e 35 anos;Fiscal;Estadual;Executivo;2019-12-23 11:56:27.000
Sim;4;3;3;3;2;2;2;3;3;3;2;2;3;3;2;4;3;2;5;3;3;3;3;4;4;5;4;4;1;3;2;2;3;4;3;3;2;2;1;5;2;3;3;3;3;3;2;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 16 e 20 anos;Saúde;Estadual;Executivo;2019-12-23 12:04:02.000
Sim;5;5;4;2;4;4;4;4;5;4;4;2;5;5;4;5;4;4;5;4;4;3;4;5;4;4;5;5;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;2;Feminino;1966 a 1975;Superior;Mais de 15 salários mínimos;Entre 21 e 25 anos;Fiscal;Estadual;Executivo;2019-12-23 12:11:47.000
Sim;1;1;1;1;1;1;1;1;1;4;1;4;1;1;1;4;4;1;4;1;1;1;2;4;3;4;3;1;1;1;1;1;1;4;1;1;1;1;1;4;4;1;4;3;3;4;1;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 11 e 15 anos;Educação;Estadual;Executivo;2019-12-23 12:13:16.000
Sim;3;4;1;3;4;2;5;5;5;4;5;1;3;4;4;5;1;5;5;4;4;3;3;2;4;4;4;4;3;1;3;3;5;5;4;1;5;2;3;5;4;1;4;4;4;4;5;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 21 e 25 anos;Administrativa;Estadual;Executivo;2019-12-23 13:06:10.000
Sim;5;4;2;2;2;1;1;2;3;4;2;1;2;3;2;5;2;2;4;3;3;3;4;4;4;3;4;4;3;3;4;4;4;4;3;4;3;2;2;4;3;1;5;4;5;5;5;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 11 e 15 anos;Direito;Estadual;Executivo;2019-12-23 13:35:31.000
Sim;4;5;1;3;1;1;4;3;5;4;4;1;4;2;3;5;1;2;5;2;3;1;3;4;4;5;5;4;5;4;1;4;5;5;5;3;5;1;4;5;4;1;5;5;5;5;4;Masculino;1966 a 1975;Doutor;Mais de 15 salários mínimos;Entre 21 e 25 anos;Fiscal;Estadual;Executivo;2019-12-23 13:50:59.000
Sim;5;5;1;3;3;1;3;4;5;5;3;1;4;5;4;5;1;3;5;4;3;4;4;5;4;4;4;4;4;4;1;4;4;3;4;1;5;1;4;5;4;1;5;4;5;5;5;Feminino;1956 a 1965;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 31 e 35 anos;Fiscal;Estadual;Executivo;2019-12-23 14:10:41.000
Sim;2;1;1;3;2;1;4;2;5;1;1;3;2;5;2;1;3;3;5;2;4;2;4;4;4;2;4;5;4;2;1;3;3;5;3;3;2;1;3;5;3;1;2;4;2;5;1;Feminino;1986 a 1995;Superior;Entre 1 e 4 salários mínimos;Entre 0 e 5 anos;Outros;Estadual;Executivo;2019-12-23 14:11:44.000
Sim;4;4;1;3;1;1;4;3;5;4;3;4;4;5;3;5;1;3;5;3;1;2;5;5;4;5;5;3;1;4;1;1;1;5;1;3;5;5;5;5;3;2;5;4;5;5;4;Masculino;1966 a 1975;Mestre;Mais de 15 salários mínimos;Entre 16 e 20 anos;Outros;Estadual;Executivo;2019-12-23 14:36:55.000
Sim;4;5;1;2;2;2;2;2;4;4;4;2;4;4;2;5;1;3;5;3;5;3;4;5;3;4;4;4;4;3;2;3;4;5;2;1;5;1;5;4;4;1;5;5;5;4;4;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2019-12-23 14:49:30.000
Sim;5;5;1;3;4;1;4;4;4;4;4;2;4;5;4;5;2;4;4;3;4;2;4;4;4;3;5;4;5;1;2;3;5;5;4;2;2;4;5;5;2;1;4;4;5;4;4;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2019-12-23 16:11:09.000
Sim;4;4;1;4;3;2;4;4;4;4;3;2;4;4;4;5;1;4;5;4;3;3;3;4;3;3;3;5;5;1;2;3;4;2;4;1;4;1;4;5;4;1;4;4;4;4;4;Masculino;1956 a 1965;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 11 e 15 anos;Outros;Estadual;Executivo;2019-12-23 18:14:22.000
Sim;4;4;1;3;3;4;3;4;4;4;4;4;3;4;4;4;2;4;5;4;4;2;1;4;3;2;3;4;4;2;3;3;4;4;3;2;4;2;4;5;4;2;3;3;4;4;4;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 11 e 15 anos;Outros;Estadual;Executivo;2019-12-23 18:33:38.000
Sim;4;4;1;5;5;1;4;5;2;5;4;1;5;4;5;4;1;5;5;5;5;4;4;5;5;4;5;5;4;4;1;5;5;5;5;1;4;1;4;5;4;1;5;4;5;4;4;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 21 e 25 anos;Segurança;Estadual;Executivo;2019-12-24 14:17:02.000
Sim;4;4;1;5;4;1;5;4;3;3;2;1;2;5;3;4;1;3;4;3;2;2;3;3;3;3;3;4;5;1;3;3;5;1;1;1;5;2;4;5;5;1;4;5;5;5;5;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2019-12-24 18:39:39.000
Sim;3;4;1;4;5;5;4;5;4;5;5;1;2;4;5;5;1;4;5;4;5;4;4;4;5;4;5;4;4;1;4;4;5;4;4;1;4;1;4;5;4;1;4;4;4;4;4;Masculino;1956 a 1965;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 31 e 35 anos;Direito;Estadual;Judiciário;2019-12-25 09:52:00.000
Sim;5;5;1;4;4;5;5;3;3;5;5;3;3;5;4;5;3;5;5;4;4;4;4;5;3;3;3;4;5;2;2;4;5;5;3;3;4;2;3;4;4;2;4;4;5;4;5;Masculino;1956 a 1965;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2019-12-25 12:13:03.000
Sim;5;5;1;5;5;5;5;5;5;5;5;1;5;5;5;4;1;5;5;4;3;4;4;3;4;4;4;4;5;2;1;5;5;5;5;5;5;1;5;5;5;1;5;5;5;5;5;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 16 e 20 anos;Administrativa;Federal;Executivo;2019-12-25 16:29:27.000
Sim;4;5;3;4;4;4;4;4;4;5;4;3;4;5;4;5;3;4;4;3;4;2;3;4;2;4;4;4;4;2;4;4;5;4;4;2;4;2;2;4;5;2;5;3;3;3;2;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 11 e 15 anos;Administrativa;Federal;Outro;2019-12-25 16:39:15.000
Sim;1;1;1;5;5;1;5;4;4;4;5;3;4;5;4;4;1;5;5;1;4;2;3;4;4;2;5;5;5;2;3;5;5;3;5;3;4;1;3;5;5;1;5;5;5;5;4;Feminino;1966 a 1975;Superior;Mais de 15 salários mínimos;Entre 11 e 15 anos;Outros;Federal;Outro;2019-12-25 17:00:50.000
Sim;4;5;1;4;5;5;5;5;4;4;4;4;4;5;4;5;2;4;4;4;4;4;4;4;4;3;3;4;4;4;1;4;5;4;4;1;4;4;4;5;4;4;4;4;4;5;2;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Acima de 35 anos;Outros;Federal;Outro;2019-12-25 17:04:19.000
Sim;4;4;1;4;5;1;5;5;5;4;4;1;4;5;4;5;1;5;5;4;4;1;2;5;5;4;5;5;5;2;2;4;5;3;5;4;5;1;4;5;4;1;5;5;5;5;4;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 11 e 15 anos;Outros;Federal;Outro;2019-12-25 17:11:55.000
Sim;4;1;1;4;1;1;2;3;4;1;1;1;1;4;1;4;1;1;2;1;1;1;2;5;4;3;2;4;5;4;4;4;5;4;4;1;4;1;1;5;4;1;5;5;5;5;5;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 11 e 15 anos;Outros;Federal;Executivo;2019-12-25 17:23:07.000
Sim;5;4;1;5;4;3;4;4;4;4;2;1;4;4;4;3;2;3;3;2;2;2;2;3;1;3;1;4;5;4;2;5;4;3;4;2;3;1;3;5;4;1;4;4;4;4;4;Masculino;1966 a 1975;Superior;Mais de 15 salários mínimos;Entre 31 e 35 anos;Outros;Federal;Executivo;2019-12-25 17:40:46.000
Sim;1;2;2;1;1;1;1;1;2;1;1;4;1;1;2;2;5;1;3;3;4;3;3;5;3;4;4;3;2;2;1;2;1;1;1;1;1;3;4;5;3;2;1;1;1;2;1;Masculino;1966 a 1975;Superior;Entre 10 e 14 salários mínimos;Entre 11 e 15 anos;Outros;Federal;Executivo;2019-12-25 17:48:15.000
Sim;4;4;1;4;3;1;4;5;3;2;2;3;2;5;5;4;3;4;5;5;4;4;4;5;3;5;5;5;4;4;1;2;4;1;3;2;3;1;4;4;3;1;4;5;4;5;1;Masculino;1956 a 1965;Mestre;Mais de 15 salários mínimos;Entre 31 e 35 anos;Outros;Estadual;Executivo;2019-12-30 09:29:18.000
Sim;4;2;1;3;4;1;2;4;2;4;5;2;4;5;3;4;2;4;5;4;4;4;3;4;4;5;4;5;3;3;2;3;3;5;3;4;3;4;4;4;3;3;4;3;4;4;3;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 16 e 20 anos;Administrativa;Estadual;Executivo;2019-12-30 11:19:55.000
Sim;2;1;1;2;1;1;4;4;1;1;1;2;4;4;4;4;1;1;4;4;2;2;2;5;4;4;4;4;4;1;2;2;4;4;4;2;4;4;2;4;4;1;2;2;4;4;1;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 6 e 10 anos;Educação;Estadual;Outro;2020-01-06 14:41:22.000
Sim;3;4;3;3;2;1;2;4;2;4;5;1;3;3;2;4;1;3;5;2;3;4;4;4;4;4;4;4;5;1;3;4;5;2;2;4;4;2;3;5;1;1;4;4;5;5;4;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 11 e 15 anos;Administrativa;Federal;Executivo;2020-01-06 18:07:10.000
Sim;1;1;1;5;5;1;1;5;1;5;4;4;5;4;5;4;2;5;5;5;4;5;5;5;1;5;1;5;5;1;1;4;5;5;5;5;5;5;4;5;5;1;4;4;4;4;4;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 11 e 15 anos;Educação;Estadual;Executivo;2020-01-06 19:11:48.000
Sim;5;2;1;4;4;3;3;4;2;5;3;1;3;4;3;5;1;5;5;3;3;5;4;5;3;2;2;5;3;4;4;4;5;5;5;3;5;3;4;5;4;1;5;5;5;5;5;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 11 e 15 anos;Educação;Municipal;Outro;2020-01-06 20:39:56.000
Sim;1;2;1;2;1;1;2;1;1;1;4;1;1;2;1;4;1;1;4;4;4;3;5;5;4;4;4;5;4;4;1;1;1;4;5;5;5;2;3;5;1;1;1;1;2;3;1;Masculino;1966 a 1975;Superior;Entre 5 e 9 salários mínimos;Entre 16 e 20 anos;Educação;Estadual;Outro;2020-01-06 22:00:53.000
Sim;5;5;1;2;3;1;1;2;5;5;1;1;5;5;2;5;1;2;3;2;5;2;2;2;2;1;2;3;3;1;1;1;3;3;1;3;5;1;5;5;2;1;3;5;5;5;3;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 11 e 15 anos;Fiscal;Estadual;Executivo;2020-01-07 11:50:49.000
Sim;4;4;1;4;4;4;3;4;4;4;4;4;2;3;3;4;2;3;5;5;4;4;4;2;2;4;4;5;2;1;1;3;4;4;3;2;4;4;2;5;3;1;4;4;4;5;4;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 26 e 30 anos;Outros;Estadual;Executivo;2020-01-07 11:56:29.000
Sim;5;5;1;2;2;2;2;1;5;5;4;1;2;4;1;5;2;3;5;4;1;1;3;3;3;2;3;2;3;3;1;1;5;5;5;5;5;4;4;5;5;1;3;2;3;3;1;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 0 e 5 anos;Educação;Federal;Outro;2020-01-07 11:57:07.000
Sim;5;4;1;3;3;2;2;3;2;4;4;1;3;4;3;4;1;3;4;4;4;3;3;3;3;4;4;5;4;2;2;4;4;3;4;3;4;3;5;5;4;1;4;4;4;4;3;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 31 e 35 anos;Fiscal;Estadual;Executivo;2020-01-07 12:00:50.000
Sim;1;1;1;5;5;1;4;5;1;5;5;1;3;4;5;5;1;5;5;3;4;2;4;3;1;2;2;5;5;1;5;5;5;1;5;1;5;1;1;1;5;1;5;5;5;5;5;Feminino;1956 a 1965;Mestre;Mais de 15 salários mínimos;Entre 26 e 30 anos;Fiscal;Estadual;Executivo;2020-01-07 12:12:23.000
Sim;1;4;2;1;1;1;4;1;4;1;1;3;3;3;1;5;1;1;5;5;3;4;4;4;3;3;3;4;3;2;1;4;5;4;3;2;2;5;3;4;1;2;2;5;5;4;3;Feminino;1976 a 1985;Doutor;Mais de 15 salários mínimos;Entre 6 e 10 anos;Fiscal;Estadual;Executivo;2020-01-07 12:23:33.000
Sim;4;5;2;2;1;1;2;3;4;5;3;3;4;4;4;5;1;3;4;2;3;1;2;4;4;3;4;4;5;3;5;5;5;3;4;1;4;1;2;4;3;1;4;4;4;3;2;Masculino;1956 a 1965;Mestre;Mais de 15 salários mínimos;Entre 11 e 15 anos;Fiscal;Estadual;Executivo;2020-01-07 12:55:14.000
Sim;4;4;1;4;5;5;4;5;3;4;4;1;4;4;4;4;1;5;5;5;4;4;5;4;4;4;4;4;3;5;4;4;4;3;3;1;5;1;4;4;3;1;4;4;4;4;4;Masculino;1956 a 1965;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Acima de 35 anos;Fiscal;Estadual;Executivo;2020-01-07 13:16:08.000
Sim;5;5;1;5;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;5;5;4;4;5;5;5;5;5;5;5;1;5;5;5;5;3;5;1;1;5;5;1;5;5;5;5;5;Masculino;1956 a 1965;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 26 e 30 anos;Fiscal;Estadual;Executivo;2020-01-07 14:11:42.000
Sim;2;1;2;4;5;2;4;5;2;5;5;1;4;5;5;4;2;3;3;3;3;3;2;2;2;3;4;5;5;1;2;5;5;4;5;4;5;2;2;5;4;1;4;4;4;4;5;Masculino;1956 a 1965;Superior;Entre 10 e 14 salários mínimos;Entre 31 e 35 anos;Administrativa;Estadual;Executivo;2020-01-07 16:43:24.000
Sim;5;5;1;4;4;1;5;4;5;5;1;1;5;5;4;5;1;4;5;5;3;4;5;4;1;5;4;5;4;1;1;4;5;5;2;5;4;4;5;5;2;1;4;4;4;4;4;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2020-01-07 21:16:28.000
Sim;3;3;1;2;3;3;3;3;1;3;3;1;2;3;3;3;1;3;3;3;3;3;3;2;2;2;3;3;3;1;2;1;3;3;1;1;3;1;3;3;2;1;3;3;3;3;3;Masculino;1956 a 1965;Mestre;Mais de 15 salários mínimos;Entre 26 e 30 anos;Fiscal;Estadual;Executivo;2020-01-08 14:48:28.000
Sim;5;4;2;3;4;3;4;4;4;5;1;1;2;3;3;5;2;3;4;4;3;3;3;4;3;3;4;3;4;4;3;2;2;3;4;3;4;2;3;4;2;1;4;4;4;4;3;Feminino;1976 a 1985;Mestre;Mais de 15 salários mínimos;Entre 16 e 20 anos;Administrativa;Estadual;Executivo;2020-01-08 14:58:06.000
Sim;4;4;1;4;3;1;3;4;3;4;4;1;3;4;4;4;1;3;5;5;3;3;4;3;2;3;3;4;4;2;2;4;4;4;4;2;4;1;1;5;4;1;4;4;4;4;4;Masculino;1956 a 1965;Mestre;Mais de 15 salários mínimos;Entre 26 e 30 anos;Fiscal;Estadual;Executivo;2020-01-08 15:04:25.000
Sim;3;4;1;4;4;5;5;5;4;4;5;1;4;4;4;5;4;4;5;4;3;3;4;5;5;5;4;4;5;1;1;4;5;4;5;2;5;1;3;5;4;1;4;4;5;4;4;Masculino;1966 a 1975;Mestre;Mais de 15 salários mínimos;Entre 11 e 15 anos;Fiscal;Estadual;Executivo;2020-01-08 16:10:09.000
Sim;3;3;2;4;3;3;4;5;3;3;3;3;4;4;4;3;5;3;5;5;4;3;2;3;4;4;4;4;4;4;3;2;4;4;4;4;4;4;3;3;5;1;4;2;2;2;3;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 0 e 5 anos;Fiscal;Estadual;Executivo;2020-01-08 17:07:45.000
Sim;5;5;1;2;3;4;4;3;5;5;4;1;5;5;3;5;2;4;5;3;5;2;3;3;3;3;5;4;5;2;3;2;5;2;4;1;5;1;4;5;4;1;5;5;5;5;3;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 0 e 5 anos;Fiscal;Estadual;Executivo;2020-01-08 18:14:32.000
Sim;1;1;3;4;5;3;5;5;1;5;3;3;3;5;5;3;1;5;5;3;4;4;4;4;4;3;4;5;4;2;1;3;4;5;3;2;3;3;2;5;3;1;4;3;3;4;1;Masculino;1976 a 1985;Mestre;Entre 5 e 9 salários mínimos;Entre 16 e 20 anos;Outros;Estadual;Executivo;2020-01-08 20:08:41.000
Sim;4;4;2;5;3;1;1;4;4;3;5;1;3;4;4;5;3;3;5;5;5;3;3;4;3;3;5;4;5;1;3;3;5;5;4;1;4;5;3;4;4;1;3;3;4;4;3;Feminino;1986 a 1995;Superior;Entre 5 e 9 salários mínimos;Entre 6 e 10 anos;Outros;Federal;Executivo;2020-01-08 20:25:03.000
Sim;3;3;1;3;3;3;5;4;4;4;5;5;3;5;3;5;1;5;5;5;3;3;1;4;3;3;3;4;2;1;1;4;4;5;3;2;4;4;2;5;3;2;4;4;4;4;4;Feminino;1956 a 1965;Doutor;Entre 5 e 9 salários mínimos;Entre 11 e 15 anos;Educação;Estadual;Outro;2020-01-08 20:30:53.000
Sim;3;4;1;2;2;1;2;4;1;2;1;1;1;2;3;5;1;3;5;5;4;4;2;4;4;5;4;5;2;4;3;3;4;5;3;2;1;3;4;5;1;2;4;4;4;3;3;Masculino;1976 a 1985;Doutor;Entre 10 e 14 salários mínimos;Entre 16 e 20 anos;Educação;Federal;Executivo;2020-01-08 20:33:14.000
Sim;4;3;1;5;5;1;1;3;3;3;5;4;3;3;4;4;3;4;5;5;3;5;5;3;2;1;2;4;3;1;3;4;5;3;3;2;2;3;3;3;3;1;3;3;3;4;3;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 11 e 15 anos;Segurança;Estadual;Executivo;2020-01-08 20:37:56.000
Sim;4;5;3;3;5;1;5;5;4;4;1;2;1;5;3;4;1;3;5;5;4;4;5;3;3;3;3;5;1;4;1;1;2;5;3;3;2;3;5;5;1;1;4;5;4;4;3;Masculino;1986 a 1995;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 6 e 10 anos;Administrativa;Estadual;Executivo;2020-01-08 20:41:29.000
Sim;5;5;1;3;4;1;4;4;5;5;4;1;4;5;4;5;1;2;5;3;3;2;5;4;4;3;2;2;3;1;4;5;5;3;4;1;5;1;3;5;4;1;5;4;4;3;3;Feminino;1976 a 1985;Mestre;Entre 10 e 14 salários mínimos;Entre 6 e 10 anos;Administrativa;Federal;Executivo;2020-01-08 21:21:23.000
Sim;2;1;1;4;1;2;5;5;1;1;2;5;3;5;5;2;1;1;5;5;3;2;5;4;5;5;5;5;5;1;1;3;4;5;5;3;4;4;4;5;4;1;4;4;5;5;4;Feminino;1986 a 1995;Mestre;Entre 1 e 4 salários mínimos;Entre 0 e 5 anos;Outros;Estadual;Executivo;2020-01-08 21:31:08.000
Sim;4;5;2;1;1;1;1;1;5;4;3;1;1;2;1;5;1;3;5;4;4;2;2;5;2;4;4;2;4;4;3;4;2;2;1;3;2;3;3;4;2;1;2;4;4;4;2;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 11 e 15 anos;Administrativa;Federal;Judiciário;2020-01-08 21:34:57.000
Sim;4;4;1;4;5;2;4;5;3;5;3;3;1;4;3;5;1;5;5;5;4;3;5;4;4;4;5;4;5;1;2;5;5;4;5;3;5;2;2;5;4;1;4;4;4;5;3;Feminino;1966 a 1975;Mestre;Entre 5 e 9 salários mínimos;Entre 6 e 10 anos;Administrativa;Federal;Executivo;2020-01-08 21:38:47.000
Sim;2;3;1;2;3;2;3;2;2;2;2;1;3;3;3;3;2;2;3;2;3;2;2;3;3;3;3;3;3;1;2;3;3;2;2;2;2;1;1;3;2;1;3;3;3;3;3;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 21 e 25 anos;Direito;Federal;Judiciário;2020-01-08 22:08:58.000
